"openalex_id","title","field","value_final","id","value_main","value_probe","quote_main","quote_probe","grounded_main","consistent","text_source"
"138701980","Distribution, abundance and population structure of Hexaplex trunculus and Bolinus brandaris (Gastropoda: Muricidae) in offshore areas of the Gulf of Gabès, southern Tunisia","subnational_region","Gulf of Gabès","138701980","Gulf of Gabès","Gulf of Gabès","Gulf of Gabès","Gulf of Gabès",TRUE,TRUE,"title_abstract"
"138701980","Distribution, abundance and population structure of Hexaplex trunculus and Bolinus brandaris (Gastropoda: Muricidae) in offshore areas of the Gulf of Gabès, southern Tunisia","marine_terrestrial","marine","138701980","marine","marine","offshore areas of the Gulf of Gabès","offshore areas of the Gulf of Gabès",TRUE,TRUE,"title_abstract"
"138701980","Distribution, abundance and population structure of Hexaplex trunculus and Bolinus brandaris (Gastropoda: Muricidae) in offshore areas of the Gulf of Gabès, southern Tunisia","species_common","banded murex, purple dye murex","138701980","banded murex, purple dye murex","banded murex, purple dye murex","The banded murex Hexaplex trunculus and purple dye murex Bolinus brandaris","The banded murex Hexaplex trunculus and purple dye murex Bolinus brandaris",TRUE,TRUE,"title_abstract"
"138701980","Distribution, abundance and population structure of Hexaplex trunculus and Bolinus brandaris (Gastropoda: Muricidae) in offshore areas of the Gulf of Gabès, southern Tunisia","species_scientific","Hexaplex trunculus, Bolinus brandaris","138701980","Hexaplex trunculus, Bolinus brandaris","Hexaplex trunculus, Bolinus brandaris","Hexaplex trunculus and Bolinus brandaris","Hexaplex trunculus and Bolinus brandaris",TRUE,TRUE,"title_abstract"
"138701980","Distribution, abundance and population structure of Hexaplex trunculus and Bolinus brandaris (Gastropoda: Muricidae) in offshore areas of the Gulf of Gabès, southern Tunisia","taxonomic_class","mammal","138701980","mammal","mammal","Gastropoda: Muricidae","Gastropoda: Muricidae",TRUE,TRUE,"title_abstract"
"138701980","Distribution, abundance and population structure of Hexaplex trunculus and Bolinus brandaris (Gastropoda: Muricidae) in offshore areas of the Gulf of Gabès, southern Tunisia","conflict_type","bycatch","138701980","bycatch","bycatch","are frequently caught as bycatch by bottom trawlers operating in the Gulf of Gabès, southern Tunisia.","are frequently caught as bycatch by bottom trawlers operating in the Gulf of Gabès, southern Tunisia.",TRUE,TRUE,"title_abstract"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","study_design","telemetry","14327335","telemetry","telemetry","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE). We attached satellite transmitters (KiwiSat 101; 630 g; Sirtrack Ltd., New Zealand) on the second central carapace scute, which was freed from barnacles and cleaned with a pot-scrubber, sandpaper and acetone. We used two-part epoxy resin (Durostick ® , Durostick, Greece in 2004 and Araldite AW2101, Vantico, Switzerland in 2005) as a Wxative. We restrained turtles in a wooden portable corral with their head covered with a piece of fabric during the attachment procedure, which lasted for 1-2 h, depending on the state of the carapace.Transmitters were programmed for a signal emission every 36 s with an output power of 1 W. Those purchased in 2004 had duty cycles of 10:10 h (on/oV) for 100 days, followed by 10:78 h for the rest of battery life. Equipment acquired in 2005 was programmed to emit continuously for 60 days, followed by a 10:10 h duty cycle for the rest of their life. Transmitters had a salt-water switch to suppress transmissions when submerged. Except for one individual, turtles laid further clutches within the speciWc nesting season after transmitters were attached (Table 1). All individuals were tracked at least until reaching their individual foraging areas and for several weeks thereafter.We located turtles through the Argos system (http:// www.argosinc.com) with geolocations being categorized into seven location classes (LCs). According to Argos and conWrmed by Hays et al. (2001a), the location errors follow a normal distribution with their standard deviations being less than 1 km for the three most accurate location classes (LCs 3, 2 and 1 in decreasing accuracy). Argos does not indicate the accuracy of classes 0, A, B and Z, but Hays et al. (2001a) showed that the accuracy of LC A is comparable to that of LC 1. We therefore disregarded geolocations of LCs O, B and Z unless otherwise stated. Additionally, geolocations requiring an unrealistic travel speed of more than 5 km/h (Luschi et al. 1998) were eliminated (typically, this speed Wlter eliminated less than 10% of geolocations), although we are aware that elimination of geolocations requiring a speed lower than the actual speed cannot be likewise eliminated and the elimination of unrealistically high speeds might lead to a slight underestimation of actual speed. To minimize diVerences due to variation in the frequency of geolocations obtained, we used the location with the highest accuracy per day for calculation of distances. If more than one geolocation fulWlled this criterion, the one closest to midday was considered. We divided migration into oceanic (waters above more than 200 m sea Xoor depth) and neritic (waters above less than 200 m sea Xoor depth) phases. An individual was considered to have reached its main foraging or over-wintering area when movement was no longer directed for at least three consecutive days (movement was considered directed if the trajectory between two locations was less than 45° oV to either side from the extension of the trajectory between the previous two geolocations). We considered the area where a turtle completed its post-nesting migration as this individual's foraging area, although we cannot actually prove foraging. The term ","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE). We attached satellite transmitters (KiwiSat 101; 630 g; Sirtrack Ltd., New Zealand) on the second central carapace scute, which was freed from barnacles and cleaned with a pot-scrubber, sandpaper and acetone. We used two-part epoxy resin (Durostick ® , Durostick, Greece in 2004 and Araldite AW2101, Vantico, Switzerland in 2005) as a Wxative. We restrained turtles in a wooden portable corral with their head covered with a piece of fabric during the attachment procedure, which lasted for 1-2 h, depending on the state of the carapace.Transmitters were programmed for a signal emission every 36 s with an output power of 1 W. Those purchased in 2004 had duty cycles of 10:10 h (on/oV) for 100 days, followed by 10:78 h for the rest of battery life. Equipment acquired in 2005 was programmed to emit continuously for 60 days, followed by a 10:10 h duty cycle for the rest of their life. Transmitters had a salt-water switch to suppress transmissions when submerged. Except for one individual, turtles laid further clutches within the speciWc nesting season after transmitters were attached (Table 1). All individuals were tracked at least until reaching their individual foraging areas and for several weeks thereafter.",TRUE,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","sample_size","seven adult female turtles","14327335","seven adult female turtles","seven adult female turtles","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE).","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE).",TRUE,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","years_of_data","2004 and 2005","14327335","2004 and 2005","2004 and 2005","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE).","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE).",TRUE,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","damage_metric_reported","no","14327335","no","no","not stated","not stated",FALSE,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","damage_estimate","not stated","14327335","not stated","not stated","","not stated",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","mitigation_tested","no","14327335","no","no","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","mitigation_type","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","mitigation_outcome_measured","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","outcome_direction","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","stakeholder_engagement","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","compensation_scheme_discussed","no","14327335","no","no","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","funding_source","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","country","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","subnational_region","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","marine_terrestrial","marine","14327335","marine","marine","We divided migration into oceanic (waters above more than 200 m sea Xoor depth) and neritic (waters above less than 200 m sea Xoor depth) phases.","The term ""over-wintering area"" does not imply to what extent turtles take in food during winter, but most likely their main motivation in leaving the foraging area is temperature and not prey depletion.",TRUE,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","species_common","turtles","14327335","turtles","turtles","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE).","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE).",TRUE,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","species_scientific","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","taxonomic_class","reptile","14327335","reptile","reptile","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE).","A total of seven adult female turtles (three in 2004 and four in 2005; Table 1) were equipped with satellite transmitters after they had nested on beaches of the Bay of Laganas, Zakynthos, Greece (37°43ЈN, 20°53ЈE).",TRUE,TRUE,"methods_results"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","conflict_type","not stated","14327335","not stated","not stated","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","study_design","mixed","292045994","mixed","mixed","Data were collected by observers on board fishing vessels recognized as part of the demersal longline fleet during the two consecutive fishing periods of 2016 and 2017. ... The data obtained served to quantify the interaction between demersal longline fishery and elasmobranch species. ... In order to assess the relative vulnerability of elasmobranch species captured by the demersal longline fishery in the study area, a Productivity Susceptibility Analysis (PSA) was conducted by species, following the framework described by Patrick et al. (2010) and modified by Duffy & Griffiths (2019) to avoid redundancy in the attributes.","Data were collected by observers on board fishing vessels recognized as part of the demersal longline fleet during the two consecutive fishing periods of 2016 and 2017. ... Observers collected information about each longline set including the setting position, the time of gear deployment and retrieval, the type of bait and the number of hooks deployed. ... The data obtained served to quantify the interaction between demersal longline fishery and elasmobranch species. ... In order to assess the relative vulnerability of elasmobranch species captured by the demersal longline fishery in the study area, a Productivity Susceptibility Analysis (PSA) was conducted by species, following the framework described by Patrick et al. (2010) and modified by Duffy & Griffiths (2019) to avoid redundancy in the attributes.",TRUE,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","sample_size","not stated","292045994","not stated","not stated","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","years_of_data","2016 and 2017","292045994","2016 and 2017","2016 and 2017","Data were collected by observers on board fishing vessels recognized as part of the demersal longline fleet during the two consecutive fishing periods of 2016 and 2017.","Data were collected by observers on board fishing vessels recognized as part of the demersal longline fleet during the two consecutive fishing periods of 2016 and 2017.",TRUE,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","damage_metric_reported","no","292045994","no","no","not stated","not stated",FALSE,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","damage_estimate","not stated","292045994","not stated","not stated","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","mitigation_tested","no","292045994","no","no","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","mitigation_type","not stated","292045994","not stated","not stated","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","mitigation_outcome_measured","no","292045994","no","no","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","outcome_direction","not stated","292045994","not stated","not stated","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","stakeholder_engagement","not stated","292045994","not stated","not stated","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","compensation_scheme_discussed","no","292045994","no","no","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","funding_source","not stated","292045994","not stated","not stated","","",,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","country","Tunisia","292045994","Tunisia","Tunisia","The study area is located in the central Mediterranean Sea, and specifically in the southern Tunisian coast between 33°-35°N and 10°-12.5°E (Fig. 1).","The study area is located in the central Mediterranean Sea, and specifically in the southern Tunisian coast between 33°-35°N and 10°-12.5°E (Fig. 1).",TRUE,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","subnational_region","Gulf of Gabès","292045994","Gulf of Gabès","Gulf of Gabès","The study area is located in the central Mediterranean Sea, and specifically in the southern Tunisian coast between 33°-35°N and 10°-12.5°E (Fig. 1). The Gulf of Gabès is known for its wide and shallow topographical continental shelf; 60 m depth occurs at 110 km distance from the coast.","The study area is located in the central Mediterranean Sea, and specifically in the southern Tunisian coast between 33°-35°N and 10°-12.5°E (Fig. 1). The Gulf of Gabès is known for its wide and shallow topographical continental shelf; 60 m depth occurs at 110 km distance from the coast.",TRUE,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","marine_terrestrial","marine","292045994","marine","marine","The study area is located in the central Mediterranean Sea, and specifically in the southern Tunisian coast between 33°-35°N and 10°-12.5°E (Fig. 1).","The study area is located in the central Mediterranean Sea, and specifically in the southern Tunisian coast between 33°-35°N and 10°-12.5°E (Fig. 1).",TRUE,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","species_common","not stated","292045994","not stated","Dasyatis spp.","","while the longnose spurdog Squalus blainville (Risso, 1827) and the shortnose spurdog Squalus megalops (MacLeay, 1881) were grouped into the species complex Squalus spp. Finally, for each species, observers recorded if the specimens were landed, used for bait, released alive or discarded dead.",,FALSE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","species_scientific","Dasyatis spp.","292045994","Dasyatis spp.","Dasyatis spp.","while the longnose spurdog Squalus blainville (Risso, 1827) and the shortnose spurdog Squalus megalops (MacLeay, 1881) were grouped into the species complex Squalus spp. Finally, for each species, observers recorded if the specimens were landed, used for bait, released alive or discarded dead.","while the longnose spurdog Squalus blainville (Risso, 1827) and the shortnose spurdog Squalus megalops (MacLeay, 1881) were grouped into the species complex Squalus spp.",TRUE,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","taxonomic_class","multiple","292045994","multiple","multiple","The Gulf of Gabès is recognized as an elasmobranch biodiversity ""hotspot"" within the Mediterranean Sea (Bradai et al., 2006;Enajjar et al., 2015).","The data obtained served to quantify the interaction between demersal longline fishery and elasmobranch species.",TRUE,TRUE,"methods_results"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia","conflict_type","bycatch","292045994","bycatch","bycatch","High S scores were obtained for the common coastal species C. plumbeus, the blackspotted smoothhound Mustelus punctulatus Risso, 1827, M. mustelus, Dasyatis spp., A. bovinus and G. cemiculus, which were the major bycatch species of the demersal longline fishery in the Gulf of Gabès, representing more than 60% of the elasmobranch catches in terms of number (Table 2).","High S scores were obtained for the common coastal species C. plumbeus, the blackspotted smoothhound Mustelus punctulatus Risso, 1827, M. mustelus, Dasyatis spp., A. bovinus and G. cemiculus, which were the major bycatch species of the demersal longline fishery in the Gulf of Gabès, representing more than 60% of the elasmobranch catches in terms of number (Table 2).",TRUE,TRUE,"methods_results"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","study_design","survey or questionnaire","304099714","survey or questionnaire","survey or questionnaire","A survey of the bottom and pelagic longlines fisheries targeting groupers and swordfish was performed in the Gulf of Gabès in 2016 and 2017 in order to evaluate the elasmobranch catches.","A survey of the bottom and pelagic longlines fisheries targeting groupers and swordfish was performed in the Gulf of Gabès",TRUE,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","sample_size","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","years_of_data","2016 and 2017","304099714","2016 and 2017","2016 and 2017","A survey of the bottom and pelagic longlines fisheries targeting groupers and swordfish was performed in the Gulf of Gabès in 2016 and 2017 in order to evaluate the elasmobranch catches.","in 2016 and 2017",TRUE,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","damage_metric_reported","no","304099714","no","no","not stated","not stated",FALSE,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","damage_estimate","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","mitigation_tested","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","mitigation_type","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","mitigation_outcome_measured","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","outcome_direction","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","stakeholder_engagement","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","compensation_scheme_discussed","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","funding_source","not stated","304099714","not stated","not stated","","",,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","country","Tunisia","304099714","Tunisia","Tunisia","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).",TRUE,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","subnational_region","Gulf of Gabès","304099714","Gulf of Gabès","Gulf of Gabès","A survey of the bottom and pelagic longlines fisheries targeting groupers and swordfish was performed in the Gulf of Gabès in 2016 and 2017 in order to evaluate the elasmobranch catches.","A survey of the bottom and pelagic longlines fisheries targeting groupers and swordfish was performed in the Gulf of Gabès in 2016 and 2017 in order to evaluate the elasmobranch catches.",TRUE,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","marine_terrestrial","marine","304099714","marine","marine","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).",TRUE,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","species_common","blackchin guitarfish, hound sharks, sandbar shark","304099714","blackchin guitarfish, hound sharks, sandbar shark","blackchin guitarfish, hound sharks, sandbar shark","the main species were the blackchin guitarfish (Glaucostegus cemiculus) and the hound sharks (Mustelus spp.). In the pelagic longline fishery, ... and the main species was the sandbar shark (Carcharhinus plumbeus) with 82,5% of the total catch.","the main species were the blackchin guitarfish (Glaucostegus cemiculus) and the hound sharks (Mustelus spp.). In the pelagic longline fishery, the elasmobranchs represented 91% of the total catches (Batoids 2,24%, Sharks 89,57%), and the main species was the sandbar shark (Carcharhinus plumbeus) with 82,5% of the total catch.",TRUE,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","species_scientific","Glaucostegus cemiculus, Mustelus spp., Carcharhinus plumbeus","304099714","Glaucostegus cemiculus, Mustelus spp., Carcharhinus plumbeus","Glaucostegus cemiculus, Mustelus spp., Carcharhinus plumbeus","the main species were the blackchin guitarfish (Glaucostegus cemiculus) and the hound sharks (Mustelus spp.). In the pelagic longline fishery, ... and the main species was the sandbar shark (Carcharhinus plumbeus) with 82,5% of the total catch.","the main species were the blackchin guitarfish (Glaucostegus cemiculus) and the hound sharks (Mustelus spp.). In the pelagic longline fishery, the elasmobranchs represented 91% of the total catches (Batoids 2,24%, Sharks 89,57%), and the main species was the sandbar shark (Carcharhinus plumbeus) with 82,5% of the total catch.",TRUE,TRUE,"title_abstract"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","taxonomic_class","fish","304099714","fish","fish","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).",TRUE,TRUE,"title_abstract"
