id,title,cell_country,study_country,in_scope,quote_grounded,verified
https://openalex.org/W1491411029,Exploring the apparent absence of psychosis amongst the Borana pastoralist community of Southern Ethiopia. A mixed method follow-up study,MA,multiple North African,FALSE,NA,TRUE
https://openalex.org/W4396236644,MORE THAN JUST GHOST LORE IN <i>A BAD PLACE:</i> MIKAEL HÁFSTRÓM'S CINEMATOGRAPHIC TRANSLATION OF STEPHEN KING'S SHORT STORY “1408”,EG,other country,FALSE,NA,TRUE
https://openalex.org/W4385484261,Youth Capacity Building and Leadership Through <scp>CBPR</scp> and Conflict Transformation with the Montagnard Refugee‐Origin Community,DZ,multiple North African,FALSE,NA,TRUE
https://openalex.org/W2786465808,Feeding wild fish for tourism—A systematic quantitative literature review of impacts and management,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W4388850775,Methods to mitigate human–wildlife conflicts involving common mesopredators: a meta‐analysis,REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W2795107594,A geography of lake carbon cycling,REGION,not stated,FALSE,NA,TRUE
https://openalex.org/W2996616773,"Analogous losses of large animals and trees, socio‐ecological consequences, and an integrative framework for rewilding‐based megabiota restoration",EG,not stated,FALSE,NA,TRUE
https://openalex.org/W3004921868,Domestic cats and their impacts on biodiversity: A blind spot in the application of nature conservation law,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W4392238910,"Opinions, attitudes and perceptions of local people towards the conservation of Nigeria‐Cameroon chimpanzees in Mpem‐Djim National Park, central Cameroon",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4409537332,Behavioural responses of Bonelli's eagles to human disturbances: Assessing the effect on reproduction and suggested mitigating measures,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4402733496,"Effects of human–wildlife conflict on local people's livelihoods and wildlife conservation in and around Alitash National Park, northwest Ethiopia",REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W4405947448,Human–wildlife conflict and coexistence in the African context,EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W7135420856,How Could Hunting and Fishing Policies and Practices Influence the Future of the Congo Basin Biodiversity and Ecosystems?,DZ,other country,FALSE,NA,TRUE
https://openalex.org/W7154999849,Animals and Tourism,EG,multiple North African,TRUE,NA,TRUE
https://openalex.org/W2193249342,"The Conflict Between Pteropodid Bats and Fruit Growers: Species, Legislation and Mitigation",EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4388197640,"Diet of loggerhead turtles in the Gulf of Manfredonia, South Adriatic Sea: evidence of winter feeding and anthropogenic impacts",TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W2899931711,Communicating for conservation: circumventing conflict with communities over domestic dog ownership in north Morocco,MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W4392750860,Effectiveness of attractants and bait for Iberian wolf detection: captivity-based and free-ranging trials,EG,other country,FALSE,NA,TRUE
https://openalex.org/W4220771849,Human pressures constrain Eurasian otter occurrence in semiarid Northern Africa,MA,multiple North African,TRUE,NA,TRUE
https://openalex.org/W4393116054,Human disturbance and habitat structure drive Eurasian otter habitat selection in heavily anthropized river basins,REGION,not stated,FALSE,NA,TRUE
https://openalex.org/W4322201510,Heavy metal exposure risk associated with ingestion of Oreochromis niloticus and Coptodon kottae harvested from a lacustrine ecosystem,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2795231704,Conflict between Dolphins and a Data-Scarce Fishery of the European Union,TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W2562670914,Biosocial Conservation: Integrating Biological and Ethnographic Methods to Study Human–Primate Interactions,MA,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2943305201,Interpreting People’s Behavior Toward Primates Using Qualitative Data: a Case Study from North Morocco,DZ,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W3185015889,Decolonizing Primate Conservation Practice: A Case Study from North Morocco,MA,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4321435198,When non-target wildlife species and alien species both affect negatively to an artisanal fishery: the case of trammel net in the Alboran Sea,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4400337172,"Conservation and management of chondrichthyans in the Mediterranean Sea: gaps, overlaps, inconsistencies, and the way forward",TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4409958323,Socio-economic impacts and responses of the fishing industry and fishery managers to changes in small pelagic fish distribution and abundance,MA,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4394988877,Policy-making for peri-urban landscapes as arenas of human-wildlife interactions,MA,other country,FALSE,NA,TRUE
https://openalex.org/W2132561879,The Links Between Resource Dependency and Attitude of Commercial Fishers to Coral Reef Conservation in the Red Sea,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4412632852,Great cormorants and grey herons depredating at finfish aquaculture: Factors affecting the human–wildlife conflict,DZ,other country,FALSE,TRUE,TRUE
https://openalex.org/W4402397723,Raising the awareness of fishing professionals about the conservation of species caught incidentally in the Moroccan Mediterranean Sea,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2185312405,Seismic surveys and marine turtles: An underestimated global threat?,TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2901374222,Captive breeding cannot sustain migratory Asian houbara Chlamydotis macqueenii without hunting controls,MA,other country,FALSE,NA,TRUE
https://openalex.org/W4286586067,"Griffon vultures, livestock and farmers: Unraveling a complex socio-economic ecological conflict from a conservation perspective",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4393971019,Tracking data highlight the importance of human-induced mortality for large migratory birds at a flyway scale,EG,multiple North African,TRUE,NA,TRUE
https://openalex.org/W4408273783,Sustainability and avian biodiversity tensions in wastewater management in arid zones,EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4412419680,A 25-year longitudinal assessment of Macaca sylvanus population dynamics and forest decline in Morocco's Middle Atlas,DZ,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W4416431899,Assessing familiarity and potential conflict between hunters and non-hunters regarding mesocarnivore expansion,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4414163724,Marine biotoxins in Mediterranean seafood: Environmental occurrence and food safety concerns,TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W3139109864,Expansion of native wild boar populations is a new threat for semi-arid wetland areas,DZ,other country,FALSE,TRUE,TRUE
https://openalex.org/W4375854866,Perceptions and attitudes to understand human-wildlife conflict in an urban landscape – A systematic review,EG,other country,FALSE,NA,TRUE
https://openalex.org/W3203855821,"First record of Pteroplatytrygon violacea (Bonaparte, 1832) with annotation of cartilaginous fishes by-catch by gill nets (Egyptian Mediterranean)",TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4293739944,"An overview of the status of Bardawil Lake environment: Contemporary constraints, current government policy and proposed sustainable actions",EG,other country,FALSE,NA,TRUE
https://openalex.org/W4391827568,(Un)fair chase? Governing “conservation killing” in Africa and Europe,EG,multiple North African,FALSE,NA,TRUE
https://openalex.org/W3131922185,Willingness to pay for the conservation of the Mauritian flying fox,EG,other country,FALSE,NA,TRUE
https://openalex.org/W4283067969,Assessing the use of marine protected areas by loggerhead sea turtles (Caretta caretta) tracked from the western Mediterranean,TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4412489632,Behavioural adaptability of wild geladas (Theropithecus gelada) in human-impacted areas revealed by encounters with free-roaming dogs and potential threats,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W4365505864,Better safe than sorry – Understanding the attitude and habits of drivers can help mitigating animal-vehicle collisions,TN,not stated,FALSE,NA,TRUE
https://openalex.org/W3194543166,Experimental diversionary feeding of red kites Milvus milvus reduces chick predation and enhances breeding productivity of northern lapwings Vanellus vanellus,REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W4312158089,"Disclosing the determinants, drivers and predictors of bird depredation on date palm (Phoenix dactylifera L.) production",TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2953502263,Quantification of anthropogenic food subsidies to an avian facultative scavenger in urban and rural habitats,EG,other country,FALSE,FALSE,TRUE
https://openalex.org/W2771772028,Reducing fear to influence policy preferences: An experiment with sharks and beach safety policy options,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W3162789037,Cultural heritage and environmental ethical values in governance models: Conflicts between recreational fisheries and other maritime activities in Mediterranean marine protected areas,LY,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4401898051,Ecosystem health appears neglected in the management of the human-macaque interface: A systematic review,MA,not stated,FALSE,NA,TRUE
https://openalex.org/W4413915988,"Elasmobranch fisheries in Tunisia: Characterization, fishermen’s insights and conservation options",TN,Tunisia,TRUE,FALSE,TRUE
https://openalex.org/W3175439491,Disentangling drivers of power line use by vultures: Potential to reduce electrocutions,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4399916189,Combining ranger records and biogeographical models to identify the current and potential distribution of an expanding mesocarnivore in southern Europe,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4388510764,African Buffalo and Colonial Cattle: Is ‘Systems Change’ the Best Future for Farming and Nature in Africa?,EG,multiple North African,TRUE,NA,TRUE
https://openalex.org/W2022452219,"Interactions of loggerhead turtle with bottom longline fishery in the Gulf of Gabès, Tunisia",TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2157223050,Elasmobranchs longline fisheries in the Gulf of Gabès (southern Tunisia),TN,Tunisia,TRUE,TRUE,TRUE
https://openalex.org/W2064625507,Bats as bushmeat: a global review,REGION,multiple North African,FALSE,NA,TRUE
https://openalex.org/W2152278836,In search of the <i>munzala</i>: distribution and conservation status of the newly-discovered Arunachal macaque <i>Macaca munzala</i>,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W2043784418,Diagnosing the causes of territory abandonment by the Endangered Egyptian vulture <i>Neophron percnopterus</i>: the importance of traditional pastoralism and regional conservation,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2105633026,Sea turtle bycatch and consumption in Egypt threatens Mediterranean turtle populations,EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W2031990027,Vultures vs livestock: conservation relationships in an emerging conflict between humans and wildlife,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2124816154,"Saharan cheetah <i>Acinonyx jubatus hecki</i>, a ghostly dweller on Niger's Termit massif",DZ,other country,FALSE,TRUE,TRUE
https://openalex.org/W1956177719,Illegal bird hunting in the Maltese Islands: an international perspective,TN,other country,FALSE,NA,TRUE
https://openalex.org/W2290728560,Food consumption patterns of the Vulnerable Socotra cormorant<i>Phalacrocorax nigrogularis</i>indicate minimal overlap with fisheries in the eastern Arabian Gulf,REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W3089194325,Environmental predictors of livestock predation: a lion's tale,TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W3034594583,The plight of the Endangered mountain gazelle <i>Gazella gazella</i>,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W3108367984,"The northern bald ibis <i>Geronticus eremita</i>: history, current status and future perspectives",DZ,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4407382853,Digital trophies: using social media to assess wildlife crime in Lebanon,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4390245077,Methodological approaches to assessing population-level impacts of bird collisions with wind turbines: a critical perspective,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W2152408442,How to manage human-induced mortality in the Eagle Owl <i>Bubo bubo</i>,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2105413109,Contribution of research to conservation action for the Northern Bald Ibis <i>Geronticus eremita</i> in Morocco,DZ,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2120206903,"Identifying anthropogenic threats to Cape Vultures <i>Gyps coprotheres</i> using community perceptions in communal farmland, Eastern Cape Province, South Africa",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2290921243,"Hunting of migratory birds in North Sinai, Egypt",LY,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W2289557866,Preliminary assessment of the scope and scale of illegal killing and taking of birds in the Mediterranean,TN,multiple North African,TRUE,NA,TRUE
https://openalex.org/W2570270172,Testing for errors in estimating bird mortality rates at wind farms and power lines,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2894135863,Poisoning causing the decline in South-East Asia’s largest vulture population,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2936805834,Vultures attacking livestock: a problem of vulture behavioural change or farmers’ perception?,REGION,other country,FALSE,NA,TRUE
https://openalex.org/W2975492508,"Cabo Verde Egyptian Vulture<i>Neophron percnopterus</i>on the brink: community perceptions, inferences and facts of an extreme population crash",EG,other country,FALSE,NA,TRUE
https://openalex.org/W4285043432,Trade in vulture parts in West Africa: Burkina Faso may be one of the main sources of vulture carcasses,EG,other country,FALSE,NA,TRUE
https://openalex.org/W4296350440,"The effects of powerlines on bustards: how best to mitigate, how best to monitor?",MA,not stated,FALSE,NA,TRUE
https://openalex.org/W4388874656,The conservation status of the Nubian Bustard <i>Nubotis nuba</i>: a review and prognosis,LY,multiple North African,FALSE,NA,TRUE
https://openalex.org/W4409624720,Mahi-mahi metacouplings: quantifying human–nature interactions in dolphinfish (<i>Coryphaena hippurus</i>) fisheries,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4290786637,Small-scale fisheries catch more threatened elasmobranchs inside partially protected areas than in unprotected areas,TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2605447613,Unravelling the drastic range retraction of an emblematic songbird of North Africa: potential threats to Afro-Palearctic migratory birds,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2808718785,Evaluating Cost-Effective Methods for Rapid and Repeatable National Scale Detection and Mapping of Invasive Species Spread,REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W4320726997,Adjusting time-of-day and depth of fishing provides an economically viable solution to seabird bycatch in an albacore tuna longline fishery,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4415619738,Human disturbance thresholds determine the ecological role of an apex predator,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4406721766,Green magnetically separable molluscicide Ba–Ce–Cu ferrite/TiO2 nanocomposite for controlling terrestrial gastropods Monacha Cartusiana,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W7172483144,Historical climatic and human settlement patterns leading up to the extinction of the Arabian leopard in the Sinai Peninsula,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2134477843,Molecular resolution of marine turtle stock composition in fishery bycatch: a case study in the Mediterranean,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2075205930,Raptors and Red Grouse: Conservation Conflicts and Management Solutions,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2131560581,Effects of Turtle Excluder Devices on bycatch and discard reduction in the demersal fisheries of Mediterranean Sea,TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W2411907806,Flexible Turtle Excluder Device (TED): an effective tool for Mediterranean coastal multispecies bottom trawl fisheries,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2565849357,Technical mitigation measures for sharks and rays in fisheries for tuna and tuna-like species: turning possibility into reality,MA,not stated,FALSE,NA,TRUE
https://openalex.org/W3047050104,Conservation Amid COVID-19 Pandemic: Ecotourism Collapse Threatens Communities and Wildlife in Morocco,DZ,multiple North African,TRUE,NA,TRUE
https://openalex.org/W3213140225,Ophidian envenomation in Morocco: Analysis of specific hospitalization records (2012-2015),MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W4392665905,The bycatch estimate of threatened marine megavertebrates in Moroccan fleets operating in the Mediterranean Coast,MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W2905192939,A renewed framework for urban biodiversity governance: urban pigeons as a case-study,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W4391304733,"Effects of climate, land use, and human population change on human–elephant conflict risk in Africa and Asia",REGION,multiple North African,FALSE,NA,TRUE
https://openalex.org/W1965440783,Factors affecting reproduction of Woodpigeons<i>Columba palumbus</i>in North African forests: 1. Nest habitat selection,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2909772018,Grazing in remnant wetland habitats in an arid region: direct and indirect effects on two specialist bird species,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2017690781,The historical extirpation of the bearded vulture<i>Gypaetus barbatus</i>in the western Alps (France ‐ Italy): Modelling the impact of human persecution,REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W3048716714,A Review of Freshwater Crayfish Introductions in Africa,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W7162558227,Elasmobranch bycatch in the cuttlefish trammel net fishery along the Bizerte coast (Northern Tunisia): composition and biological aspects,TN,Tunisia,TRUE,TRUE,TRUE
https://openalex.org/W4402230205,Unravelling discourses about the management of a migratory declining game species: the case of European Turtle-dove ( <i>Streptopelia turtur</i> ),MA,other country,FALSE,NA,TRUE
https://openalex.org/W7131076040,Hunters’ perception of the ecosystem services provided by the vertebrate scavenger guild,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4306702031,A Framework Payment for ecosystem services to reconstitute forest areas closed to grazing in the Ifrane National Park (Morocco).,MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W3182482106,Studies of fishermen’s economic loss due to oil spills,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W2150331741,Inferring activity budgets in wild animals to estimate the consequences of disturbances,MA,not stated,FALSE,NA,TRUE
https://openalex.org/W4414055659,Leveraging animal tracking to combat wildlife crime: GPS-tagged vultures and wolves as sentinels of other species’ poaching,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2561737833,Assessment of food supplementation and surveillance as techniques to reduce damage caused by black capuchin monkeys Sapajus nigritus to forest plantations,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W4405598973,New insights toward the design of an effective trapping method for <i>Coraebus undatus</i> F. (Coleoptera: Buprestidae),TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W7167852453,European stranding networks as a tool for monitoring marine mammal populations (Part II): assessing their utility to monitor bycatch mortality,MA,other country,FALSE,NA,TRUE
https://openalex.org/W2100118666,Changes in the catch composition of artisanal fisheries attributable to dolphin depredation in a Mediterranean marine reserve,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W2027407390,"Seabirds, set-nets, and conservation management: assessment of conflict potential and vulnerability of birds to bycatch in gillnets",REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W1812861571,Plastic and marine turtles: a review and call for research,LY,not stated,FALSE,NA,TRUE
https://openalex.org/W4412364748,"Distribution, threats, population trends, and ecology of the Saharan Striped Polecat ( <i>Poecilictis libyca</i> ) in Tunisia: a questionnaire and field-based survey",TN,Tunisia,TRUE,TRUE,TRUE
https://openalex.org/W4378650992,More than mortality: Consequences of human activity on migrating birds extend beyond direct mortality,MA,not stated,FALSE,NA,TRUE
https://openalex.org/W4393008659,Do human–wildlife interactions predict offspring hiding strategies in peri-urban fallow deer?,MA,not stated,FALSE,NA,TRUE
https://openalex.org/W2310174079,"New records of Atlantic humpback dolphin in Guinea, Nigeria, Cameroon and Togo underscore fisheries pressure and generalised marine bushmeat demand",MA,multiple North African,FALSE,NA,TRUE
https://openalex.org/W3012305357,Tape lures swell bycatch on a Mediterranean island harbouring illegal bird trapping,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W3094408696,Altered food habits? Understanding the feeding preference of free-ranging Grey langur ( <i>Semnopithecus entellus</i> ) within an urban settlement,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W3108294470,How human intervention and climate change shaped the fate of the Northern Bald Ibis from ancient Egypt to the presence: an interdisciplinary approach to extinction and recovery of an iconic bird species,DZ,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3110888851,Major threats to a migratory raptor vary geographically along the eastern Mediterranean flyway,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3193643954,Cascading effects of elephant-human interactions in a savanna ecosystem and the implications for ecology and conservation,REGION,other country,FALSE,NA,TRUE
https://openalex.org/W3200894589,Herbivorous fish of Sinai marine protected areas (Gulf of Aqaba): Structure baseline for potential thermal stress impact management,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4388163756,"What is Known, Unknown, and Needed to be Known about Damage Caused by Wild Pigs",REGION,other country,FALSE,NA,TRUE
https://openalex.org/W4412659435,Connections in the Dark: Social-Ecological Networks as a Promising Tool for Bat Conservation and One Health,REGION,not stated,FALSE,NA,TRUE
https://openalex.org/W2951881378,Evaluating Cost-Effective Methods for Rapid and Repeatable National Scale Detection and Mapping of Invasive Species Spread,REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W2962784656,A tale of two species: human and peafowl interactions in human dominated landscape influence each other’s behaviour,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W2931379993,The thin edge of the wedge: extremely high extinction risk in wedgefishes and giant guitarfishes,TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W3120453700,Sexual segregation in the foraging behaviour of a slightly dimorphic seabird: Influence of the environment and fishery activity,TN,multiple North African,FALSE,NA,TRUE
https://openalex.org/W3201185233,Preserving wintering frugivorous birds in agro‐ecosystems under land use change: Lessons from intensive and super‐intensive olive orchards,DZ,other country,FALSE,TRUE,TRUE
https://openalex.org/W4223523542,Hotspots in the grid: Avian sensitivity and vulnerability to collision risk from energy infrastructure interactions in Europe and North Africa,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4413766820,Seabird‐vessel interactions in industrial fisheries of Northwest Africa: Implications for international bycatch management,MA,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W7122612845,Forage over fear: Assessing drivers of site use in response to shooting disturbance in a managed goose species,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4409637993,THE COSMOPOLITICS OF CATS AND WILDLIFE ON CAPE TOWN'S URBAN EDGE,EG,other country,FALSE,NA,TRUE
https://openalex.org/W4382583546,Automatic detection of migrating soaring bird flocks using weather radars by deep learning,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W2905336371,Conserving wildlife facing mass‐tourism calls for effective management,REGION,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4386421765,Blind shots: non‐natural mortality counteracts conservation efforts of a threatened waterbird,DZ,other country,FALSE,NA,TRUE
https://openalex.org/W4405400421,The future of the barbary sheep and the dorcas gazelle populations in Algerian Sahara: On the brink of extinction?,TN,Algeria,TRUE,TRUE,TRUE
https://openalex.org/W4392197217,Demographic and evolutionary consequences of hunting of wild birds,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W2139408739,"Clarifying values, risk perceptions, and attitudes to resolve or avoid social conflicts in invasive species management",EG,not stated,FALSE,NA,TRUE
https://openalex.org/W4385664438,Wildlife mortality risk posed by high and low traffic roads,EG,other country,FALSE,NA,TRUE
https://openalex.org/W2144503057,Another Continental Vulture Crisis: Africa's Vultures Collapsing toward Extinction,EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4404190222,First Evidence of Individual Sharks Involved in Multiple Predatory Bites on People,EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4400959948,A scoping review of academic papers on human–lion conflict in Africa,REGION,multiple North African,FALSE,NA,TRUE
https://openalex.org/W4385290138,The natural history of lions in North Africa and the relevance of their depiction in the “Lions Attacking a Dromedary” diorama,TN,multiple North African,TRUE,TRUE,TRUE
