id,title,tier,study_country_single,publication_year,Tunisia,Algeria,Morocco,Libya,Egypt,quote_grounded,verified,Tunisia_named,Algeria_named,Morocco_named,Libya_named,Egypt_named,n_countries,any_country
https://openalex.org/W4409624720,Mahi-mahi metacouplings: quantifying human–nature interactions in dolphinfish (<i>Coryphaena hippurus</i>) fisheries,C_asserted_no_evidence,multiple North African,2025,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W4290786637,Small-scale fisheries catch more threatened elasmobranchs inside partially protected areas than in unprotected areas,C_asserted_no_evidence,multiple North African,2022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W2605447613,Unravelling the drastic range retraction of an emblematic songbird of North Africa: potential threats to Afro-Palearctic migratory birds,B_regional_corroborated,multiple North African,2017,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE
https://openalex.org/W7172483144,Historical climatic and human settlement patterns leading up to the extinction of the Arabian leopard in the Sinai Peninsula,B_regional_corroborated,multiple North African,2026,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W2134477843,Molecular resolution of marine turtle stock composition in fishery bycatch: a case study in the Mediterranean,B_regional_corroborated,multiple North African,1998,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE
https://openalex.org/W2411907806,Flexible Turtle Excluder Device (TED): an effective tool for Mediterranean coastal multispecies bottom trawl fisheries,C_asserted_no_evidence,multiple North African,2016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W3047050104,Conservation Amid COVID-19 Pandemic: Ecotourism Collapse Threatens Communities and Wildlife in Morocco,B_regional_corroborated,multiple North African,2020,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W3213140225,Ophidian envenomation in Morocco: Analysis of specific hospitalization records (2012-2015),A_named_country_corroborated,Morocco,2021,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W4392665905,The bycatch estimate of threatened marine megavertebrates in Moroccan fleets operating in the Mediterranean Coast,A_named_country_corroborated,Morocco,2024,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W1965440783,Factors affecting reproduction of Woodpigeons<i>Columba palumbus</i>in North African forests: 1. Nest habitat selection,B_regional_corroborated,multiple North African,2012,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W3048716714,A Review of Freshwater Crayfish Introductions in Africa,B_regional_corroborated,multiple North African,2020,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W7162558227,Elasmobranch bycatch in the cuttlefish trammel net fishery along the Bizerte coast (Northern Tunisia): composition and biological aspects,A_named_country_corroborated,Tunisia,2026,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W4306702031,A Framework Payment for ecosystem services to reconstitute forest areas closed to grazing in the Ifrane National Park (Morocco).,A_named_country_corroborated,Morocco,2022,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W4412364748,"Distribution, threats, population trends, and ecology of the Saharan Striped Polecat ( <i>Poecilictis libyca</i> ) in Tunisia: a questionnaire and field-based survey",A_named_country_corroborated,Tunisia,2025,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W3108294470,How human intervention and climate change shaped the fate of the Northern Bald Ibis from ancient Egypt to the presence: an interdisciplinary approach to extinction and recovery of an iconic bird species,B_regional_corroborated,multiple North African,2020,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W3110888851,Major threats to a migratory raptor vary geographically along the eastern Mediterranean flyway,B_regional_corroborated,multiple North African,2020,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W3200894589,Herbivorous fish of Sinai marine protected areas (Gulf of Aqaba): Structure baseline for potential thermal stress impact management,B_regional_corroborated,multiple North African,2021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W2931379993,The thin edge of the wedge: extremely high extinction risk in wedgefishes and giant guitarfishes,C_asserted_no_evidence,multiple North African,2019,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W4223523542,Hotspots in the grid: Avian sensitivity and vulnerability to collision risk from energy infrastructure interactions in Europe and North Africa,B_regional_corroborated,multiple North African,2022,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W4413766820,Seabird‐vessel interactions in industrial fisheries of Northwest Africa: Implications for international bycatch management,C_asserted_no_evidence,multiple North African,2025,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE
https://openalex.org/W2905336371,Conserving wildlife facing mass‐tourism calls for effective management,B_regional_corroborated,multiple North African,2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
https://openalex.org/W4405400421,The future of the barbary sheep and the dorcas gazelle populations in Algerian Sahara: On the brink of extinction?,A_named_country_corroborated,Algeria,2024,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,TRUE
https://openalex.org/W2144503057,Another Continental Vulture Crisis: Africa's Vultures Collapsing toward Extinction,C_asserted_no_evidence,multiple North African,2015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W4404190222,First Evidence of Individual Sharks Involved in Multiple Predatory Bites on People,C_asserted_no_evidence,multiple North African,2024,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W4385290138,The natural history of lions in North Africa and the relevance of their depiction in the “Lions Attacking a Dromedary” diorama,B_regional_corroborated,multiple North African,2023,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE
https://openalex.org/W1972887459,Fiddling in biodiversity hotspots while deserts burn? Collapse of the <scp>S</scp>ahara's megafauna,C_asserted_no_evidence,multiple North African,2013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W2016312766,Migratory corridors and foraging hotspots: critical habitats identified for Mediterranean green turtles,B_regional_corroborated,multiple North African,2015,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE
https://openalex.org/W2316595866,Shelf life: neritic habitat use of a turtle population highly threatened by fisheries,B_regional_corroborated,multiple North African,2016,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE
https://openalex.org/W2334098974,"Elasmobranch captures in shrimps trammel net fishery off the Gulf of Gabès (Southern Tunisia, Mediterranean Sea)",B_regional_corroborated,multiple North African,2016,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W3172003661,A management plan for a declining population of the Souss valley tortoise in an arid steppe-land of west-central Morocco,A_named_country_corroborated,Morocco,2021,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE
https://openalex.org/W3126146416,Mediterranean sharks and rays need action,B_regional_corroborated,multiple North African,2021,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
https://openalex.org/W2301751969,Snakebites notified to the poison control center of Morocco between 2009 and 2013,A_named_country_corroborated,Morocco,2016,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W4402276370,Intentional Killings and Culling of Small Cetaceans due to Perceived Competition with Fisheries in the Mediterranean Sea and Northeast Atlantic between the Eighteenth and Twentieth Centuries,B_regional_corroborated,multiple North African,2024,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W3169892409,Eastern imperial eagle Aquila heliaca,B_regional_corroborated,multiple North African,2021,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W1993434971,Alien Marine Species in the Mediterranean - the 100 ‘Worst Invasives’ and their Impact,C_asserted_no_evidence,multiple North African,2006,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W2969783162,Shark pelagic longline fishery in the Gulf of Gabes: Inter-decadal inspection reveals management needs,B_regional_corroborated,multiple North African,2019,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W4365151733,"Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia",A_named_country_corroborated,Tunisia,2023,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W2131901272,African Bats: Conservation in the time of Ebola,B_regional_corroborated,multiple North African,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
https://openalex.org/W2528835440,Conservation of the spinner dolphin in the Egyptian Red Sea,A_named_country_corroborated,Egypt,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W4384820034,"Snakes and Souks: Zoonotic pathogens associated to reptiles in the Marrakech markets, Morocco",A_named_country_corroborated,Morocco,2023,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE
https://openalex.org/W4401165658,"From fangs to antidotes: A scoping review on snakebite burden, species, and antivenoms in the Eastern Mediterranean Region",B_regional_corroborated,multiple North African,2024,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W2017504858,"Mortality, Recruitment and Change of Desert Tree Populations in a Hyper-Arid Environment",A_named_country_corroborated,Egypt,2007,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W2161217137,Buying Years to Extinction: Is Compensatory Mitigation for Marine Bycatch a Sufficient Conservation Measure for Long-Lived Seabirds?,C_asserted_no_evidence,multiple North African,2009,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W2088965171,Examining the Extinction of the Barbary Lion and Its Implications for Felid Conservation,B_regional_corroborated,multiple North African,2013,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE
https://openalex.org/W2134692257,Setback Distances as a Conservation Tool in Wildlife-Human Interactions: Testing Their Efficacy for Birds Affected by Vehicles on Open-Coast Sandy Beaches,C_asserted_no_evidence,multiple North African,2013,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W1998876562,Is Diet Flexibility an Adaptive Life Trait for Relictual and Peri-Urban Populations of the Endangered Primate Macaca sylvanus?,B_regional_corroborated,multiple North African,2015,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W2801429878,Assessing the applicability of stable isotope analysis to determine the contribution of landfills to vultures’ diet,B_regional_corroborated,multiple North African,2018,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W4367042407,Social perception of mesocarnivores within hunting areas differs from actual species abundance,C_asserted_no_evidence,multiple North African,2023,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W4406918266,"Impact of long-term cyanotoxin exposure on cattle: Biochemical, histological, and oxidative stress assessment",A_named_country_corroborated,Algeria,2025,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W4200213882,"6. Silenced by Power: Repression, Isolation &amp; Persecution",C_asserted_no_evidence,multiple North African,2021,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
